,PROFILEMENTION_1,COMPANYMENTION_1,POLL_1,CONTENT_Document,CONTENT_Image,CONTENT_Poll,CONTENT_Text,CONTENT_Video (external),CONTENT_Video (native),LINKS_1,LINKS_2,TAGS_1-5,TAGS_6 and more,EMOJIS_1,CHARACTER_COUNT,AGE_IN_DAYS,ENGAGEMENT
615,0,0,0,0,1,0,0,0,0,0,0,1,0,0,53.99073994677235,3.872983346207417,350
616,0,0,0,0,0,0,1,0,0,0,0,1,0,0,54.064775963653084,4.0,882
617,0,0,0,0,1,0,0,0,0,0,0,1,0,0,48.86716689148246,4.123105625617661,529
618,0,0,0,0,0,0,1,0,0,0,0,1,0,0,53.73081052803875,4.242640687119285,1295
619,0,0,0,0,0,0,1,0,0,0,0,1,0,0,34.48187929913333,0.0,8157
620,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21.2602916254693,1.0,3954
621,0,0,0,0,0,0,1,0,0,0,0,1,0,1,27.49545416973504,1.4142135623730951,516
622,0,0,0,0,0,0,1,0,0,0,0,1,0,1,38.62641583165593,1.7320508075688772,2178
623,0,0,0,0,0,0,1,0,0,0,0,1,0,0,35.510561809129406,2.0,982
624,0,1,0,0,1,0,0,0,0,0,0,1,0,0,18.894443627691185,2.8284271247461903,834
625,0,0,0,0,0,0,1,0,0,0,0,1,0,0,31.38470965295043,3.0,2324
626,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24.79919353527449,3.1622776601683795,1130
627,1,0,0,0,0,0,1,0,0,0,0,1,0,0,29.5296461204668,3.3166247903554,464
628,0,0,0,0,0,0,1,0,0,1,0,1,0,1,30.757112998459398,3.872983346207417,1405
629,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,2
630,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,3
631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4142135623730951,1
632,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.34013463836819,1.4142135623730951,0
633,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6.48074069840786,2.0,0
634,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.898979485566356,2.23606797749979,20302
635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.0,7
636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.3166247903554,2
637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.933184523068078,3.4641016151377544,0
638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.7416573867739413,1
639,0,1,0,0,0,0,1,0,0,0,0,1,0,0,29.966648127543394,2.0,42
640,0,0,0,0,0,0,1,0,0,0,0,1,0,1,29.29163703175362,2.8284271247461903,134
641,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.055385138137417,3.0,4
642,0,0,0,0,1,0,0,0,0,0,0,1,0,1,23.08679276123039,3.0,60
643,1,1,0,0,1,0,0,0,0,0,0,1,0,1,26.870057685088806,6.48074069840786,57
644,1,0,0,0,1,0,0,0,0,0,0,1,0,1,18.734993995195193,6.708203932499369,47
645,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.242640687119285,7.0710678118654755,154
646,0,1,0,0,0,0,1,0,0,0,0,1,0,1,25.534290669607408,7.615773105863909,79
647,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.416198487095663,8.48528137423857,3
648,1,0,0,0,0,0,1,0,0,0,0,1,0,1,28.61817604250837,8.602325267042627,32
